message,label
wealthi worker long hour of cours don t mean thei have it tougher than poor worker do,lifeBalance
while peopl in low incom profess ar less like to work more than a standard hour week thi can be due to a lack of job opportun,lifeBalance
the overwork of the profession class meanwhil doe seem like more of a choic,lifeBalance
the relationship between a person s satisfact with her job and the number of hour she work appear to form a u shape curv on studi found that satisfact dip upon work more than hour onli to rise again after hour,lifeBalance
some of that overwork might be driven by passion,lifeBalance
then again corpor stockholm syndrom is appar a thing so mayb at some point you come under the spell of your corpor captor,lifeBalance
mani of these peopl ar salari employe so thei re not earn overtim,lifeBalance
why work more hour than you get paid for employ ar greedi institut,lifeBalance
thei want as much time as thei can get milki sai,lifeBalance
thi can be especi hard in creativ profess where the sign of a job well done is nebul and subject,lifeBalance
if we all hate our job it would be much easier to creat work life balanc a worker onc told schult,lifeBalance
in profession job employe feel a sens of competit with on anoth,lifeBalance
and on wai to compet is to outwork,lifeBalance
thi cultur of overwork ha well known person consequ,lifeBalance
work more than hour a week rais the risk of heart attack and stroke,lifeBalance
peopl who work longer hour tend to be more anxiou and depress and their sleep suffer,lifeBalance
long hour aren t even good for perform long work hour affect romant relationship too,lifeBalance
in heterosexu partnership women seem to suffer more than men do,lifeBalance
on studi found that women whose male partner work or more hour a week were more stress and felt their relationship were of lower qualiti than those partner with men who work to hour,lifeBalance
but men partner with women who work long hour report no differ in stress time adequaci or relationship qualiti,lifeBalance
technolog ha been offer up as both a caus of work life imbal and a potenti solut,lifeBalance
smartphon often take the blame for work bleed into the even yet butt sai certain element of remot work can actual be benefici,lifeBalance
attempt to work hour each week directli from an offic desk can be brutal,lifeBalance
be abl to attend to after work email after the kid go to bed allow you to set up for the next dai he sai,lifeBalance
on of my colleagu call it park downhil set yourself up to have the easiest workdai possibl,lifeBalance
without tech you couldn t have that,lifeBalance
butt sai that if you can you should try to segment between your work and nonwork live,lifeBalance
but for job in which that s not possibl he advis that the best wai to think about your life is as on big pie,lifeBalance
busi peopl who see work and nonwork as two separ sphere tend to get angri when on bleed into the other butt sai,lifeBalance
on cope mechan might be to view your life as a seamless worki fever dream,lifeBalance
as unapp as that sound at least you re not surpris when it extend past p,lifeBalance
of cours these type of mental trick demand even more of the employe rather than the employ,lifeBalance
most studi and expert sai work life balanc onli chang when boss want it to,lifeBalance
it s simpli too hard for on rank and file worker to remold an offic s cultur,lifeBalance
a research team that schult is work with recommend that manag leav work on time and send out note remind worker to schedul their vacat,lifeBalance
rad the failur of the phrase work life balanc if your work won t chang though it can be difficult to justifi your insan hour to your famili and friend,lifeBalance
it s tough to explain why you can t go to happi hour you can t make it to dinner by you can t be offlin for an entir weekend you can t you can t,lifeBalance
